year,volume,title,description,pdf_url,issn
2021,42,Growth of papaya seedlings on substrate consisting of poultry litter biochar,"The choice of a substrate that meets the nutritional and physical demands of papaya seedlings with the use of organic wastes is directly linked to increases in crop yield and is an important environmental and economic alternative. Aiming to produce good-quality papaya seedlings while considering the composition and availability of substrates, this study examined the influence of applying increasing rates of poultry litter biochar as a substrate component in the production of papaya seedlings. The study was developed in a protected environment belonging to the Federal University of Campina Grande (UFCG). The experiment was laid out in a completely randomized design with a 6 × 2 factorial arrangement consisting of six rates of biochar (4, 8, 12, 16 and 20 t ha-1 and the control) and two papaya cultivars (Formosa and Ouro), with four replicates. Plant height, stem diameter, number of leaves and leaf area were evaluated 90 days after sowing. The fresh and dry biomass of shoots and root system and the Dickson Quality Index were also evaluated. In conclusion, the rates that provided good development of papaya seedlings were 8 and 16 t ha-1, and papaya cultivar Ouro showed better growth results.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/44252/30361,E-ISSN 1679-0359
2021,42,Development of a cake rich in resistant starch with good sensory acceptance,"The objective of this study was to develop a cake rich in resistant starch, with green banana flour (GBF), of good sensory acceptance. In step 1, four cake formulations were prepared with increasing concentrations of GBF and evaluated for acceptability and purchase intention. In step 2, four new formulations were made by modifying the most accepted formulation in step 1, in addition to the formulation without GBF (control). The resistant starch content, proximate composition, total calorific value, and sensory acceptance data were obtained. The formulation with cocoa powder and dried banana (E1F4) achieved 97.78% overall acceptance and higher purchase intent. In step 2, the formulations with 14% and 18% GBF were the most accepted for flavor, texture/softness, and overall acceptance. Adding the categories of “would certainly buy” and “would probably buy”, 53.33% of consumers would buy the cake with 14% GBF and 48.89% would buy the cake containing 18% GBF. The incorporation of GBF increased the resistant starch contents of the formulations as compared with the control. Ash content was highest in the formulation with 26% GBF (2.22%) and lipid content in the control formulation (11.58%). The treatments did not differ in terms of moisture content. Protein content decreased as the GBF content in the formulations was increased. The total dietary fiber content of the formulations was 9.30%. Carbohydrate content and calorific value also did not vary. The mean values of L*, a*, b*, C*, and h* showed that the cakes had an intense dark brown color. In conclusion, the addition of 14% and 18% GBF to the cake resulted in a product of high sensory acceptance, with high purchase intent, a resistant starch content 7.21 and 8.34 times higher than those in the control cake.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43220/30362,E-ISSN 1679-0359
2021,42,Evaluation of traditional Brazilian sausage (linguiça calabresa) elaborated with oregano and basil extracts as natural antioxidants,"This study aimed to evaluate traditional Brazilian sausage (linguiça calabresa) elaborated with oregano and basil extracts as natural antioxidants. Hydroalcoholic extracts of dried oregano and basil leaves were prepared, freeze-dried, and evaluated for antioxidant activity by Folin-Ciocalteu, DPPH, FRAP, and ABTS assays. Freeze-dried oregano extract showed higher (p < 0.05) antioxidant activity than freeze-dried basil extract by all methods. Extracts were used in preparations of seven sausage formulations, as follows: F1, 0.05% oregano extract and 0.05% basil extract; F2, 0.1% oregano extract and 0.05% basil extract; F3, 0.05% oregano extract and 0.1% basil extract; F4, 0.075% oregano extract and 0.075% basil extract, F5, 0.1% oregano extract and 0.1% basil extract; F6 (control), without extract; and F7, 0.01% butylated hydroxytoluene (BHT). Sausage formulations were analyzed for chemical composition, pH, acidity, water activity, lipid oxidation, color, and texture. Formulations showed differences in pH at different storage periods. F1, F2, F3, and F7 had the lowest (p < 0.05) lipid oxidation values at 53 days of storage. F1, F2, F6, and F7 showed higher a* values and lower b* values. Hardness and chewiness decreased (p < 0.05) during storage for all formulations. F1, F2, and F3 had similar efficiency to that with synthetic antioxidant BHT (F7), therefore, oregano and basil extracts have potential application as natural antioxidants in the food industry.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43363/30775,E-ISSN 1679-0359
2021,42,Intercurrence between bovine leukosis virus infection and mastitis in dairy cattle,"There are several factors affecting global milk production leading to severe economic losses. Mastitis and leukosis are highly prevalent diseases especially in Brazilian cattle herds. The present study aimed to evaluate the correlation between mastitis and the bovine leukemia virus (BLV) infection in naturally infected cows belonging to dairy herds in Minas Gerais State. Additionally, the prevalence of both diseases, pathogens causing mastitis, and their association with BLV infection and persistent lymphocytosis were evaluated. The prevalence of BLV was determined using the agar gel immunodiffusion test (AGID) in 1,392 lactating cows from ten dairy herds. From the AGID results, 240 cows were selected and divided into two experimental groups: A case group composed of 160 BLV-positive cows (BLV-P) and the control group of 80 BLV-negative cows (BLV-N). Based on serological and leucocytic evaluations, the animals were classified into three subgroups: BLV-N, BLV-P without persistent lymphocytosis (BLV-PWPL), and BLV-positive with persistent lymphocytosis (BLV-PPL). The California Mastitis Test (CMT) was performed on days 0 (D0) and 60 (D60) in the subgroups and the milk from CMT-positive glands were analyzed. BLV infection was present in 100% of herds, with an overall prevalence of 80.9% in cows older than 24 months. Among BLV-P animals, 74% were classified as BLV-PWPL and 26% as BLV-PPL. Coagulase-negative Staphylococcus (73.30%), Corynebacterium spp. (12.04%), Streptococcus agalactiae (8.90%), and Staphylococcus aureus (5.76%) were predominant (61.41%). There were no statistical differences among the scores of clinical or subclinical mastitis with the pathogen type (contagious or environmental) in the BLV-PWPL or BLV-PPL subgroups. However, BLV-P animals showed higher CMT scores than BLV-N animals, suggesting a higher predisposition to subclinical mastitis in cows affected by leukosis.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43063/30408,E-ISSN 1679-0359
2021,42,Buffering capacity and fecal pH in healthy horses submitted to experimental enteral nutrition,"This study set out to determine the impacts of a commercial equine enteral nutrition product on fecal pH, buffering capacity (BC) and physical examination variables. Eight healthy horses were randomly allocated to one of two simultaneous experimental groups in a 4×4 Latin square design. Horses were submitted to 12 hours of solid fasting, then fed increasing doses of the test product via nasogastric tube, as follows: 0% (pure water), 50%, 75% and 100% of the daily recommended dose. Test product doses were diluted in water (1:3) and delivered by bolus feeding. Fecal samples were taken directly from the rectal ampulla prior to (T0) and within 3, 6, 12, 24, 36 and 48 hours of product administration (T3, T6, T12, T24, T36 and T48 respectively). Within 24 to 36 hours of product administration, fecal pH was near 6 (p = 0.01). However, dose variation had no effect on pH. Product dose and sample collection time had a significant impact (p = 0.00) on buffering capacity at pH 6. The more dramatic drop in pH occurred within 24 to 36 hours of product administration, except in horses receiving the 0% dose (water). At pH 5, buffering capacity was affected by dose but not by sample collection time. Soft fecal consistency, increased intestinal motility and fat droplets in fecal samples were noted in most horses. Fecal pH and buffering capacity assessment are indirect tests. Still, results obtained from these tests were deemed useful for detection of intestinal changes, particularly when combined with physical examination. The product had an impact on faecal pH, buffering capacity and intestinal motility, therefore, it is recommended that the formulation be revised.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43099/30365,E-ISSN 1679-0359
2021,42,Effects of insulin on sperm cell quality in ram semen cooled at 5°C,"Insulin is present in the seminal plasma and is involved in sperm activities like motility and capacitation. However, the effects of insulin on the viability of cooled ram sperm are not fully understood. Therefore, the objective of the current study was to evaluate the effect of insulin addition on ram sperm maintained at 5ºC. Sperm samples were collected from six healthy, mature Santa Inês rams. The ejaculates were divided into two aliquots with (insulin group) or without (control group) insulin (3 IU mL-1) in the semen extender, and then cooled at 5°C for 48 hours. Subsequently, the sperm cells were evaluated for motility and kinetics using computer-assisted semen analysis. The samples were evaluated for acrosomal integrity by fluorescein using isothiocyanate combined with peanut agglutinin (FITC-PNA) and membrane functionality by the hypoosmotic swelling test. The semen analysis was performed after 24 or 48 hours of cooling. There was an increased percentage of progressive sperm motility (%), straightness (%), linearity (%) and beat caudal frequency (Hz) in the insulin group after 24 and 48 hours of cooling (p < 0.05). However, insulin did not affect total sperm motility, sperm velocities (VSL, VAP and VCL) (µm seg-1), acrosomal integrity and membrane functionality during cooling (p > 0.05). In conclusion, the addition of 3 IU mL-1 insulin to ram semen extender improved the quality of sperm motility after cooling.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43389/30366,E-ISSN 1679-0359
2021,42,Multidrug resistance in Shiga toxin-producing Escherichia coli (STEC) isolated from broiler chickens at slaughter,"Broiler chickens and derived products are a key source of Shiga toxin-producing Escherichia coli (STEC) in humans. This pathotype is responsible for causing severe episodes of diarrhea, which can progress to systemic complications. A rapid and accurate diagnosis of the disease, and early treatment of the infection with antimicrobials, can prevent it worsening. However, multidrug-resistant strains have potentially negative implications for treatment success. In this context, the aim of the present study was to isolate and identify multidrug-resistant STEC strains from broiler chickens and carcasses. Of 171 E. coli strains, isolated by conventional microbiological techniques and submitted to Polymerase Chain Reaction (PCR), for detection of stx1 and stx2 genes, 21.05% (36/171) were STEC pathotype, and most of them (66.67% - 24/36) carried both stx1 and eae genes. The multidrug resistance pattern was observed in 75% (27/36) of STEC strains. The presence of STEC in broiler chickens and carcasses reinforces that these sources may act as reservoirs for this pathotype. Multidrug-resistant bacteria contaminating animal products represent a public health issue because of the possibility of spread of multidrug-resistant determinants in the food chain and a higher risk of failure in human treatment when antimicrobials are needed.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43786/30367,E-ISSN 1679-0359
2021,42,Estrus expression and pregnancy rates in heifers primiparous and multiparous Nelore cows subjected to timed artificial insemination with strategic use of gonadotropin-releasing hormone,"We evaluated the effects of nulliparous, primiparous, and multiparous conditions on the estrus and pregnancy rates in females that did not show estrus but were treated with gonadotropin-releasing hormone (GnRH) at the time of timed artificial insemination (TAI). Nelore females (n = 531) were allocated according to the following categories: nulliparous (n = 144), primiparous (n = 132), and multiparous (n = 255). The animals received a conventional TAI protocol, and estrus expression was identified by the absence of paint in the sacrococcygeal region on the day of TAI. Females that did not show estrus were treated with 10 µg of GnRH together with insemination. The rates of estrus and pregnancy were analyzed using a logistic regression model (P < 0.05). The estrus expression was lower (P = 0.006) in the primiparous (61.36%) group than in the nulliparous (76.39%) and multiparous (75.69%) groups. Similar pregnancy rates were observed in females that showed estrus (nulliparous 84.54%, primiparous 86.42%, and multiparous 80.31%; P = 0.39) and in females that did not show estrus and received GnRH (nulliparous 41.18%, primiparous 56.86%, and multiparous 58.06%; P = 0.24). The total pregnancy rates were also similar (P = 0.98) among the categories (nulliparous 74.3%, primiparous 75.0%, and multiparous 74.9%). The primiparous females had a lower rate of estrus, and the pregnancy rates were similar among the categories that received GnRH.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43841/30368,E-ISSN 1679-0359
2021,42,Minimum inhibitory concentration of essential oils against Staphylococcus aureus isolated from dogs with external otitis,"Canine otitis externa is a disease that affects the external acoustic meatus of about 20% of dogs at some point in life, without predilection for race, age, or sex. It is a multifactorial disease whose etiology involves several microorganisms, detaching Staphylococcus aureus. Antimicrobials are the basis for treating this illness; however, due to the increase in antimicrobial resistance, conventional drugs have become ineffective, requiring the search for alternative therapies. In this context, essential oils (EOs) have great therapeutic potential due to their broad antimicrobial action. This study aimed to evaluate the minimum inhibitory concentration (MIC) in order to measure the MIC50 and MIC90 of gentamicin and EOs of Eugenia caryophyllata, Thymus vulgaris, Cymbopogon winterianus, Cymbopogon citratus, and Cinnamomum cassia against 62 Staphylococcus aureus strains isolated from the external acoustic meatus of dogs. All EOs showed antibacterial action against the studied microorganisms, and their MIC50 and MIC90 were as follows: Eugenia caryophyllata, 2.42 mg mL-1 and 7.25 mg mL-1; Thymus vulgaris, 9.51 mg mL-1 and 22.94 mg mL-1; Cymbopogon winterianus, 26.78 mg mL-1 and 157.79 mg mL-1; Cinnamomum cassia and Cymbopogon citratus, lower than 16.48 and 27.81 mg mL-1, with the same MIC for all isolates. The MIC50 and MIC90 found for gentamicin were 1ug mL-1and 8 ug mL-1. The MIC range found to antibiotic in this assay was 0.5 ug mL-1to 128 ug mL-1, and the isolates were classified as susceptible [48 strains (77.41%) - MIC range of 0.5-4.0 ug mL-1], intermediate [eight strains (12.90%) - (MIC = 8.0 ug mL-1], or resistant [six strains (9.68%) - MIC bigger, smaller 16 ug mL-1]. The results, according to the in vitro assays, showed that resistance to gentamicin, one of the antimicrobials most commonly used to treat canine otitis, is present in the Staphylococcus aureus population evaluated. Additionally, the tested EOs have great potential for therapeutic use, however future studies should be carried out to evaluate their in vivo efficacy.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43895/30369,E-ISSN 1679-0359
2021,42,"Ocimum gratissimum essential oil improved the health, innate immunity and resistance to Aeromonas hydrophila infection in Pseudoplatystoma reticulatum","The essential oil of alfavaca (Ocimum gratissimum) contains important compounds, such as 1.8-cineol and eugenol. This study evaluated the effects of diets containing alfavaca essential oil on the zootechnical performance, plasma glucose, leukocyte respiratory activity, haematology, and intestinal histomorphometry in “cachara” (Pseudoplatystoma reticulatum) challenged with Aeromonas hydrophila. A total of 300 juvenile fish, with an average total length of 14.98 ± 0.28 cm and average weight of 18.84 ± 1.22 g, distributed in 20 tanks of 80 L, were fed twice a day with a diet containing essential oil at 0.5, 1.0, or 1.5% or without its inclusion in five replicates. After 45 days, blood collection and mid-intestinal bowel were sampled, before a challenge with Aeromonas hydrophila was performed. The fish supplemented with 1.0% of essential oil presented better weight gain, mean corpuscular volume, concentration of thrombotic and neutrophils, respiratory activity of leukocytes, and height of villi (p < 0.05) when compared to other groups. The cumulative mortality response was lower for fish fed 1.5% essential oil of alfavaca diets. Thus, the use of alfavaca essential oil is recommended in the diet of cachara catfish (P. reticulatum) at the level of up to 1.0% for 45 days for improvements in the zootechnical, haematological, and intestinal histomorphometric parameters.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/43973/30420,E-ISSN 1679-0359
2021,42,"First detection of diarrheagenic Escherichia coli pathotypes in the Mearim River Watershed, Maranhão State, Brazil","The Mearim River Watershed has multiple uses e.g. leisure, navigation, fishing and subsistence agriculture and constitutes the main source of supply for the populations of municipalities situated along its course. In addition to being a water supply source, the existence of the ‘pororoca’ (tidal bore) effect in a stretch of the lower course of the Mearim River attracts people from several Brazilian states and different countries, as it offers excellent conditions for surfing in fresh water. In this respect, given the importance of the watershed, this study was developed to report the detection of diarrheagenic Escherichia coli pathotypes in a stretch of the lower course of the Mearim River, located in the state of Maranhão, Brazil. Thirty water samples were collected from 10 sampling points. To quantify E. coli, the chromogenic enzymatic system was used and positive samples were isolated and biochemically identified. Pure cultures underwent DNA extraction by heating followed by polymerase chain reaction (PCR) characterization. At the time of the collections, an observation schedule was used to record information on the existence of rearing of livestock and domestic animals; businesses; residences; and fruit and vegetable farming on the riverbanks. The samples were analyzed for the mean populations of E. coli, which ranged from 444 to 2,585 MPN mL-1. Twenty bacterial isolates were identified and the diarrheal pathotypes ETEC, typical EPEC and atypical EPEC were detected. The detection of these pathotypes can represent an epidemiological risk and compromise several uses of this water resource, such as irrigation of fruits and vegetables consumed raw, fishing, animal watering and recreation. Structural investments in basic sanitation are essential to minimize environmental degradation resulting from anthropic activities and to act preventively in public health. In addition, the recovery of riparian forests along the watershed and the maintenance of vegetation in these areas are measures to reduce the transport of particles from the soil to the watercourses, improving the qualitative and quantitative characteristics of this water resource.",https://www.uel.br/revistas/uel/index.php/semagrarias/article/view/44148/30418,E-ISSN 1679-0359
